word,definition,x,y,z,cluster
BAPU,'(Hindi) a spiritual father [n -S]',1.2389143,2.5604796,-0.31709692,-1
BAPUS,"'BAPU, (Hindi) a spiritual father [n]'",1.3116844,2.708873,-0.53857714,-1
BARASINGA,"'(Hindi) the Indian swamp-deer, also BARASINGHA [n -S]'",0.59807265,4.12121,5.4112706,-1
BARASINGAS,"'BARASINGA, (Hindi) the Indian swamp-deer, also BARASINGHA [n]'",0.5139546,4.1397357,5.501172,-1
BARASINGHA,"'(Hindi) the Indian swamp-deer, also BARASINGA [n -S]'",0.57318354,4.1328635,5.441267,-1
BARASINGHAS,"'BARASINGHA, (Hindi) the Indian swamp-deer, also BARASINGA [n]'",0.5229343,4.1444917,5.477384,-1
BARFI,"'(Hindi) an Indian dessert made from milk solids and sugar, also BURFI [n -S]'",-1.2598282,-1.6572087,9.118958,126
BARFIS,"'BARFI, (Hindi) an Indian dessert made from milk solids and sugar, also BURFI [n]'",-1.2449002,-1.5898736,9.062514,-1
BASANT,'(Urdu) a Pakistani spring festival [n -S]',-0.32347357,-1.1330585,1.1810926,-1
BASANTS,"'BASANT, (Urdu) a Pakistani spring festival [n]'",-0.18476331,-1.1403317,1.15113,-1
BASMATI,'(Hindi) a type of long grain rice [n -S]',0.90446746,-1.3896405,9.730294,-1
BASMATIS,"'BASMATI, (Hindi) a type of long grain rice [n]'",-1.5272298,-1.2859564,8.808285,-1
BASTI,"'(Urdu) a slum, also BUSTI, BUSTEE [n -S]'",0.29722184,-0.70577306,1.4888737,32
BASTIS,"'BASTI, (Urdu) a slum, also BUSTI, BUSTEE [n]'",0.31513274,-0.6771414,1.5096164,32
BATTA,'extra pay; esp. an extra allowance to an English officer serving in India [n -S]',1.4902595,-1.2410246,0.6421466,-1
BATTAS,"'BATTA, extra pay; esp. an extra allowance to an English officer serving in India [n]'",1.5200192,-1.2514206,0.68718094,-1
BATTIES,"'BATTY, (West Indian slang) a person's bottom [n]'",-1.7377208,9.9053545,0.7749076,-1
BATTY,"'(colloquial) crazy [adj BATTIER, BATTIEST, BATTILY] / (West Indian slang) a person's bottom [n BATTIES]'",-1.743904,9.846083,0.71510243,-1
BEEDI,"'(Hindi) a hand rolled cigarette, also BIDI, BEEDIE [n BEEDIES]'",2.845959,-0.3283643,6.872174,-1
BEEDIE,"'(Hindi) a cheap thin Indian cigarette, sometimes fruit-flavoured, also BIDI, BEEDI [n -S]'",2.8938549,-0.286253,6.841284,-1
BEEDIES,"'BEEDIE, (Hindi) a cheap thin Indian cigarette, sometimes fruit-flavoured, also BIDI, BEEDI [n]'",2.8598166,-0.3225664,6.86381,-1
BEEGAH,"'(Hindi) an Indian land measure, also BIGHA [n -S]'",3.0904856,-0.14437583,2.298964,95
BEEGAHS,"'BEEGAH, (Hindi) an Indian land measure, also BIGHA [n]'",3.0533159,-0.15827046,2.249521,-1
BEGAR,'(Hindi) forced labour in India [n -S]',2.0597236,0.1517003,1.0947648,-1
BEGARS,"'BEGAR, (Hindi) forced labour in India [n]'",2.12365,-0.05438254,1.1042793,-1
BEGUINE,"'(French) a dance of French West Indian origin, also BIGUINE [n -S]'",-1.3521303,9.270043,0.75134456,4
BEGUINES,"'BEGUINE, (French) a dance of French West Indian origin, also BIGUINE [n]'",-1.355974,9.279646,0.7608885,-1
BEGUM,'(Urdu) a high ranking Muslim lady [n -S]',-0.7122943,-0.817413,0.40659034,-1
BEGUMS,"'BEGUM, (Urdu) a high ranking Muslim lady [n]'",-0.90044725,-0.7468884,0.2879175,-1
BENJ,"'(Arabic) cannabis, Indian hemp, used as a weak narcotic, also BHANG [n -ES]'",3.2371588,0.11998755,7.5551877,42
BENJES,"'BENJ, (Arabic) cannabis, Indian hemp, used as a weak narcotic, also BHANG [n]'",3.2336712,0.12711076,7.5631533,42
BERDACHE,"'(French) an American Indian who assumes the dress, social status, and role of the opposite sex, also BERDASH [n -S]'",0.6267154,6.075169,10.994665,-1
BERDACHES,"'BERDACHE, (French) an American Indian who assumes the dress, social status, and role of the opposite sex, also BERDASH [n]'",0.680613,6.080865,11.013141,-1
BERDASH,"'(French) an American Indian who assumes the dress, social status, and role of the opposite sex, also BERDACHE [n -ES]'",0.66545147,6.0628,11.000554,-1
BERDASHES,"'BERDASH, (French) an American Indian who assumes the dress, social status, and role of the opposite sex, also BERDACHE [n]'",0.6358421,6.0930657,11.029569,-1
BESTI,"'(Hinglish) in India, shame [n -S]'",0.84157705,0.47237375,-0.16932285,-1
BESTIS,"'BESTI, (Hinglish) in India, shame [n]'",0.84691125,0.45918906,-0.16050144,-1
BHAGEE,"'(Hindi) in Indian cookery, an appetizer, also BHAJEE, BHAJI [n -S]'",-1.4044886,-1.7032967,8.218653,99
BHAGEES,"'BHAGEE, (Hindi) in Indian cookery, an appetizer, also BHAJEE, BHAJI [n]'",-1.3605624,-1.6901753,8.21338,99
BHAI,'(Hindi) brother; a form of address for a man [n -S]',1.3426018,0.4999077,0.6842905,-1
BHAIS,"'BHAI, (Hindi) brother; a form of address for a man [n]'",1.3537422,0.51082134,0.5597818,-1
BHAJAN,'a Hindu religious song [n -S]',1.9998765,4.1713448,-0.577277,-1
BHAJANS,"'BHAJAN, a Hindu religious song [n]'",2.1017897,4.0913577,-0.55403215,-1
BHAJEE,"'(Hindi) in Indian cookery, an appetizer, also BHAJI, BHAGEE [n -S]'",-1.434309,-1.70336,8.219124,99
BHAJEES,"'BHAJEE, (Hindi) in Indian cookery, an appetizer, also BHAJI, BHAGEE [n]'",-1.3555273,-1.7055799,8.228565,99
BHAJI,"'(Hindi) in Indian cookery, an appetizer consisting of vegetables cooked in batter, also BHAGEE, BHAJEE [n BHAJIA or BHAJIS]'",-1.3621308,-1.7240783,8.274431,99
BHAJIA,"'BHAJI, (Hindi) in Indian cookery, an appetizer consisting of vegetables cooked in batter, also BHAGEE, BHAJEE [n]'",-1.3295906,-1.7473701,8.325107,99
BHAJIS,"'BHAJI, (Hindi) in Indian cookery, an appetizer consisting of vegetables cooked in batter, also BHAGEE, BHAJEE [n]'",-1.3523508,-1.7113214,8.286683,99
BHAKTA,"'(Sanskrit) devotion to a god, as a path to salvation, also BHAKTI [n -S]'",2.4084134,3.3916283,-0.7704294,-1
BHAKTAS,"'BHAKTA, (Sanskrit) devotion to a god, as a path to salvation, also BHAKTI [n]'",2.4774556,3.398425,-0.68751425,-1
BHAKTI,"'(Sanskrit) devotion to a god, as a path to salvation, also BHAKTA [n -S]'",2.4708104,3.3810196,-0.6960596,-1
BHAKTIS,"'BHAKTI, (Sanskrit) devotion to a god, as a path to salvation, also BHAKTA [n]'",2.4911792,3.4149218,-0.7120345,-1
BHANG,"'(Hindi) cannabis, Indian hemp, used as a weak narcotic, also BENJ [n -S]'",3.2266462,0.1206706,7.5544834,42
BHANGRA,'(Punjabi) a combination of traditional Punjabi and Western pop music [n -S]',0.39284414,5.9142,0.45858338,-1
BHANGRAS,"'BHANGRA, (Punjabi) a combination of traditional Punjabi and Western pop music [n]'",0.41374913,5.906077,0.42597556,-1
BHANGS,"'BHANG, (Hindi) cannabis, Indian hemp, used as a weak narcotic, also BENJ [n]'",3.2638063,0.1371464,7.5677266,42
BHARAL,"'(Hindi) a blue Himalayan sheep, also BURRELL, BURRHEL [n -S]'",0.70005363,4.202108,4.6573,94
BHARALS,"'BHARAL, (Hindi) a blue Himalayan sheep, also BURRELL, BURRHEL [n]'",0.65716285,4.2596183,4.608373,94
BHAVAN,"'(Hindi) a large house, also BHAWAN [n -S]'",1.0174862,1.8615495,1.1980753,-1
BHAVANS,"'BHAVAN, (Hindi) a large house, also BHAWAN [n]'",1.0516208,1.6807009,1.2465788,-1
BHAWAN,"'(Hindi) a large house, also BHAVAN [n -S]'",1.0332853,1.8436475,1.1898677,-1
BHAWANS,"'BHAWAN, (Hindi) a large house, also BHAVAN [n]'",1.065112,1.6519657,1.2350872,-1
BHEESTIE,"'(Urdu) an Indian water carrier, also BHEESTY, BHISHTI, BHISTEE, BHISTI, BHISTIE [n -S]'",0.46135795,-0.43812278,1.7310754,48
BHEESTIES,"'BHEESTY, (Urdu) an Indian water carrier, also BHEESTIE, BHISHTI, BHISTEE, BHISTI, BHISTIE [n]'",0.49952868,-0.40334642,1.7231109,48
BHEESTY,"'(Urdu) an Indian water carrier, also BHEESTIE, BHISHTI, BHISTEE, BHISTI, BHISTIE [n BHEESTIES]'",0.49773592,-0.39939725,1.7084086,48
BHEL,"'(Hindi) a thorny Indian tree, also BAEL [n -S]'",-0.65649575,1.5179247,7.7825713,113
BHELPURI,'an Indian dish of puffed rice with onions [n -S]',-1.6059629,-1.635941,8.826624,-1
BHELPURIS,"'BHELPURI, an Indian dish of puffed rice with onions [n]'",-1.5915909,-1.6323189,8.90951,-1
BHELS,"'BHEL, (Hindi) a thorny Indian tree, also BAEL [n]'",-0.687997,1.574404,7.8196683,-1
BHINDI,'(Hindi) the vegetable okra as used in Indian cookery [n -S]',-1.3398927,-1.2811602,8.457111,-1
BHINDIS,"'BHINDI, (Hindi) the vegetable okra as used in Indian cookery [n]'",-1.445868,-1.3527993,8.342258,-1
BHISHTI,"'(Hindi) an Indian water carrier, also BHEESTIE, BHEESTY, BHISTEE, BHISTI, BHISTIE [n -S]'",0.50861186,-0.38681638,1.7464732,48
BHISHTIS,"'BHISHTI, (Hindi) an Indian water carrier, also BHEESTIE, BHEESTY, BHISTEE, BHISTI, BHISTIE [n]'",0.57509387,-0.27662233,1.8187501,48
BHISTEE,"'(Urdu) an Indian water carrier, also BHEESTIE, BHEESTY, BHISHTI, BHISTI, BHISTIE [n -S]'",0.48363277,-0.41116002,1.7252355,48
BHISTEES,"'BHISTEE, (Urdu) an Indian water carrier, also BHEESTIE, BHEESTY, BHISHTI, BHISTI, BHISTIE [n]'",0.4992097,-0.38984373,1.7517368,48
BHISTI,"'(Urdu) an Indian water carrier, also BHEESTIE, BHEESTY, BHISHTI, BHISTEE, BHISTIE [n -S]'",0.4688443,-0.43638635,1.7092028,48
BHISTIE,"'(Urdu) an Indian water carrier, also BHEESTIE, BHEESTY, BHISHTI, BHISTEE, BHISTI [n -S]'",0.47092852,-0.4312358,1.7250789,48
BHISTIES,"'BHISTIE, (Urdu) an Indian water carrier, also BHEESTIE, BHEESTY, BHISHTI, BHISTEE, BHISTI [n]'",0.5105704,-0.37287405,1.7608417,48
BHISTIS,"'BHISTI, (Urdu) an Indian water carrier, also BHEESTIE, BHEESTY, BHISHTI, BHISTEE, BHISTIE [n]'",0.5028855,-0.3914258,1.7273356,48
BHOOT,"'(Hindi) a small whirlwind, also BHUT [n -S]'",0.2739895,0.9991997,2.246691,-1
BHOOTS,"'BHOOT, (Hindi) a small whirlwind, also BHUT [n]'",0.31695214,0.9693433,2.2322395,-1
BHUNA,"'(Urdu) an Indian sauce, also BHOONA [n -S]'",-2.038497,-1.592358,8.359696,-1
BHUNAS,"'BHUNA, (Urdu) an Indian sauce, also BHOONA [n]'",-2.0111055,-1.5721556,8.390484,-1
BHUT,"'(Hindi) a small whirlwind, also BHOOT [n -S]'",0.30419764,1.0353873,2.2239766,-1
BHUTS,"'BHUT, (Hindi) a small whirlwind, also BHOOT [n]'",0.34298596,0.9846138,2.1780858,-1
BIDI,"'(Hindi) a hand rolled cigarette, also BEEDI, BEEDIE [n -S]'",2.8744593,-0.3035973,6.869784,71
BIDIS,"'BIDI, (Hindi) a hand rolled cigarette, also BEEDI, BEEDIE [n]'",2.8705847,-0.31134385,6.864661,-1
BIGHA,"'(Hindi) an Indian land measure, also BEEGAH [n -S]'",3.046469,-0.19687591,2.282159,95
BIGHAS,"'BIGHA, (Hindi) an Indian land measure, also BEEGAH [n]'",3.0504742,-0.16128914,2.2430308,-1
BIGUINE,"'(French) a dance of French West Indian origin, also BEGUINE [n -S]'",-1.3633348,9.282397,0.7531996,4
BIGUINES,"'BIGUINE, (French) a dance of French West Indian origin, also BEGUINE [n]'",-1.3432082,9.264535,0.7388693,4
BILIMBI,"'(Malay) an East Indian tree of the wood-sorrel family; its sour green fruit, used in chutneys, also BILIMBING, BLIMBING [n -S]'",0.50678664,2.4081247,7.7772565,50
BILIMBING,"'(Malay) an East Indian tree of the wood-sorrel family; its sour green fruit, used in chutneys, also BILIMBI, BLIMBING [n -S]'",0.5366867,2.3674755,7.744313,50
BILIMBINGS,"'BILIMBING, (Malay) an East Indian tree of the wood-sorrel family; its sour green fruit, used in chutneys, also BILIMBI, BLIMBING [n]'",0.44105625,2.4698036,7.7908964,50
BILIMBIS,"'BILIMBI, (Malay) an East Indian tree of the wood-sorrel family; its sour green fruit, used in chutneys, also BILIMBING, BLIMBING [n]'",0.43027103,2.4317193,7.787418,50
BINDAAS,"'(Hindi) a carefree and daring person, also BINDASS [n -ES]'",0.52975637,0.7715659,0.27403587,-1
BINDAASES,"'BINDAAS, (Hindi) a carefree and daring person, also BINDASS [n]'",0.57715046,0.76089114,0.32516408,-1
BINDASS,"'(Hindi) a carefree and daring person, also BINDAAS [n -ES]'",0.5489842,0.7924233,0.27937248,-1
BINDASSES,"'BINDASS, (Hindi) a carefree and daring person, also BINDAAS [n]'",0.5575465,0.7622433,0.29749927,-1
BINDHI,"'(Hindi) a dot worn on the forehead by women in India, also BINDI [n -S]'",-0.77786446,1.4555788,1.0484078,90
BINDHIS,"'BINDHI, (Hindi) a dot worn on the forehead by women in India, also BINDI [n]'",-0.76566726,1.4498425,1.024441,-1
BINDI,"'(Hindi) a dot worn on the forehead by women in India, also BINDHI [n -S]'",-0.77896696,1.4575893,1.0260062,90
BINDIS,"'BINDI, (Hindi) a dot worn on the forehead by women in India, also BINDHI [n]'",-0.7710186,1.4290462,1.023403,-1
BIRIANI,"'(Urdu) a spicy rice dish, also BIRIYANI, BIRYANI [n -S]'",-2.0698504,-1.5547606,8.417181,92
BIRIANIS,"'BIRIANI, (Urdu) a spicy rice dish, also BIRIYANI, BIRYANI [n]'",-2.112376,-1.5020591,8.388222,92
BIRIYANI,"'(Urdu) a spicy rice dish, also BIRIANI, BIRYANI [n -S]'",-2.1208236,-1.5271351,8.42169,92
BIRIYANIS,"'BIRIYANI, (Urdu) a spicy rice dish, also BIRIANI, BIRYANI [n]'",-2.1126125,-1.5335518,8.425321,92
BIRYANI,"'(Urdu) a spicy rice dish, also BIRIANI, BIRIYANI [n -S]'",-2.1344879,-1.520369,8.42666,92
BIRYANIS,"'BIRYANI, (Urdu) a spicy rice dish, also BIRIANI, BIRIYANI [n]'",-2.1104095,-1.5512763,8.441995,92
BITTERWOOD,'a West Indian tree from the wood of which the bitter drug Jamaica quassia is obtained [n -S]',0.75972474,2.9591665,7.9555264,-1
BITTERWOODS,"'BITTERWOOD, a West Indian tree from the wood of which the bitter drug Jamaica quassia is obtained [n]'",0.9157671,3.016046,8.138944,-1
BLACKBUCK,'an Indian antelope [n -S]',0.78554815,3.834654,5.688548,-1
BLACKBUCKS,"'BLACKBUCK, an Indian antelope [n]'",0.6758013,3.8774405,5.555325,-1
BLIMBING,"'(Malay) an East Indian tree of the wood-sorrel family; its sour green fruit, used in chutneys, also BILIMBI, BILIMBING [n -S]'",0.5336635,2.3598557,7.776546,50
BLIMBINGS,"'BLIMBING, (Malay) an East Indian tree of the wood-sorrel family; its sour green fruit, used in chutneys, also BILIMBI, BILIMBING [n]'",0.42859343,2.5039122,7.8002934,50
BLUEBEAT,'a type of West Indian pop music [n -S]',-1.3025764,9.22271,0.81279033,-1
BLUEBEATS,"'BLUEBEAT, a type of West Indian pop music [n]'",-1.3017266,9.21513,0.794651,-1
BOLLETRIE,"'a West Indian saponaceous tree, aka balata, also BULLETRIE [n -S]'",0.84614146,3.1775517,8.077302,-1
BOLLETRIES,"'BOLLETRIE, a West Indian saponaceous tree, aka balata, also BULLETRIE [n]'",0.8459572,3.1725051,8.106425,-1
BOORKA,"'(Urdu) a coverall worn by Muslim women, also BURKA, BOURKHA, BURQA [n -S]'",-1.1799016,-0.56339085,0.38272706,83
BOORKAS,"'BOORKA, (Urdu) a coverall worn by Muslim women, also BURKA, BOURKHA, BURQA [n]'",-1.2027209,-0.53797805,0.35297897,83
BOURKHA,"'(Urdu) a coverall worn by Muslim women, also BURKA, BOORKA, BURQA [n -S]'",-1.2141896,-0.5257914,0.43926114,83
BOURKHAS,"'BOURKHA, (Urdu) a coverall worn by Muslim women, also BURKA, BOORKA, BURQA [n]'",-1.212507,-0.52088016,0.36778337,83
BOXWALLAH,'(Hindi) a pedlar; a businessman [n -S]',1.2939371,0.33333194,1.2058264,-1
BOXWALLAHS,"'BOXWALLAH, (Hindi) a pedlar; a businessman [n]'",1.2015647,0.18996091,1.3727105,-1
BRAHMA,'(Hindi) a large domestic fowl [n -S]',1.3161113,3.7014818,5.5160036,-1
BRAHMAN,"'(Hindi) a member of the highest Hindu caste, also BRAHMIN [n -S]'",1.6787901,1.6666003,0.047003847,119
BRAHMANI,"'(Hindi) a female member of the highest Hindu caste, also BRAHMIN [n -S]'",1.6526153,1.6691582,0.051514868,119
BRAHMANIS,"'BRAHMANI, (Hindi) a female member of the highest Hindu caste, also BRAHMIN [n]'",1.7477286,1.6958668,-0.017816512,-1
BRAHMANISM,"'the religious and social system of orthodox Hinduism, also BRAHMINISM [n -S]'",1.8510375,1.9518912,-0.15226698,-1
BRAHMANISMS,"'BRAHMANISM, the religious and social system of orthodox Hinduism, also BRAHMINISM [n]'",1.8596792,1.9134423,-0.1337804,-1
BRAHMANS,"'BRAHMAN, (Hindi) a member of the highest Hindu caste, also BRAHMIN [n]'",1.7689917,1.7438021,-0.049350843,119
BRAHMAS,"'BRAHMA, (Hindi) a large domestic fowl [n]'",1.5359874,3.7920003,5.628463,-1
BRAHMIN,"'(Hindi) a member of the highest Hindu caste, also BRAHMAN [n -S]'",1.693321,1.7179252,0.018718371,119
BRAHMINISM,"'the religious and social system of orthodox Hinduism, also BRAHMANISM [n -S]'",1.8681108,1.9756227,-0.16231082,-1
BRAHMINISMS,"'BRAHMINISM, the religious and social system of orthodox Hinduism, also BRAHMANISM [n]'",1.8652877,1.915293,-0.13641573,-1
BRAHMINS,"'BRAHMIN, (Hindi) a member of the highest Hindu caste, also BRAHMAN [n]'",1.7842265,1.7925164,-0.081722744,119
BRAZIL,'the hard reddish wood of the East Indian sappan tree [n -S]',0.8180176,2.6451657,7.88944,-1
BRAZILS,"'BRAZIL, the hard reddish wood of the East Indian sappan tree [n]'",0.86274433,2.6908584,7.972526,-1
BRINJAL,'(Sanskrit) the aubergine [n -S]',-1.1607246,0.074981086,8.380439,-1
BRINJALS,"'BRINJAL, (Sanskrit) the aubergine [n]'",-1.2833441,0.345337,8.593165,-1
BRINJARRIES,"'BRINJARRY, (Hindi) a travelling dealer in grain and salt in South India [n]'",1.3130856,-0.0035403152,1.5389019,-1
BRINJARRY,'(Hindi) a travelling dealer in grain and salt in South India [n BRINJARRIES]',1.2518107,0.03476454,1.5855539,-1
BRULE,'(French) a mixed race person of Canadian Indian and French ancestry [n -S]',0.6123969,6.000217,10.92923,-1
BRULES,"'BRULE, (French) a mixed race person of Canadian Indian and French ancestry [n]'",0.6307076,6.015532,10.938233,-1
BUDDHA,'(Sanskrit) a statue of the Buddha [n -S]',2.217338,3.8748055,-1.0592903,-1
BUDDHAS,"'BUDDHA, (Sanskrit) a statue of the Buddha [n]'",2.2458465,3.9740129,-1.0901246,-1
BUDGERO,"'(Hindi) a heavy keelless barge, also BUDGEROW [n -S]'",1.4940546,-0.7522402,3.665258,-1
BUDGEROS,"'BUDGERO, (Hindi) a heavy keelless barge, also BUDGEROW [n]'",1.5133088,-0.80021167,3.742467,-1
BUDGEROW,"'(Hindi) a heavy keelless barge, also BUDGERO [n -S]'",1.5062917,-0.7688423,3.6796105,-1
BUDGEROWS,"'BUDGEROW, (Hindi) a heavy keelless barge, also BUDGERO [n]'",1.5090008,-0.7860132,3.75808,-1
BUDI,'(Hindi) an insulting term for an old woman [n -S]',1.1306447,0.73381835,0.4081698,-1
BUDIS,"'BUDI, (Hindi) an insulting term for an old woman [n]'",1.0588063,0.7299089,0.39541996,-1
BUDMASH,"'(Urdu) an evildoer, a worthless person, also BADMASH [n -ES]'",0.5400572,0.7712951,0.22596508,9
BUDMASHES,"'BUDMASH, (Urdu) an evildoer, a worthless person, also BADMASH [n]'",0.595019,0.7914447,0.22343755,9
BULBUL,'(Arabic) an Indian songbird [n -S]',1.5998609,3.7373323,5.6794033,-1
BULBULS,"'BULBUL, (Arabic) an Indian songbird [n]'",1.5461099,3.7033937,5.743697,-1
BULLETRIE,"'a West Indian saponaceous tree, also BOLLETRIE [n -S]'",0.85581267,3.210181,8.10961,-1
BULLETRIES,"'BULLETRIE, a West Indian saponaceous tree, also BOLLETRIE [n]'",0.8817974,3.2101336,8.09326,-1
BUMALO,"'(Marathi) a small marine Asiatic fish used in India as a relish; aka Bombay duck, also BUMALOTI, BUMMALO, BUMMALOTI [n]'",0.31387052,4.3001523,6.702722,13
BUMALOTI,"'(Marathi) a small marine Asiatic fish used in India as a relish, aka Bombay duck, also BUMALO, BUMMALO, BUMMALOTI [n -S]'",0.30462253,4.3042355,6.7068233,13
BUMALOTIS,"'BUMALOTI, (Marathi) a small marine Asiatic fish used in India as a relish, aka Bombay duck, also BUMALO, BUMMALO, BUMMALOTI [n]'",0.31949365,4.3011174,6.709005,13
BUMMALO,"'(Marathi) a small marine Asiatic fish used in India as a relish; aka Bombay duck, also BUMALO, BUMALOTI, BUMMALOTI [n -S]'",0.28670233,4.329116,6.7002897,13
BUMMALOS,"'BUMMALO, (Marathi) a small marine Asiatic fish used in India as a relish; aka Bombay duck, also BUMALO, BUMALOTI, BUMMALOTI [n]'",0.3199325,4.2991405,6.7024455,13
BUMMALOTI,"'(Marathi) a small marine Asiatic fish used in India as a relish; aka Bombay duck, also BUMALO, BUMALOTI, BUMMALO [n -S]'",0.31846163,4.3029637,6.694308,13
BUMMALOTIS,"'BUMMALOTI, (Marathi) a small marine Asiatic fish used in India as a relish; aka Bombay duck, also BUMALO, BUMALOTI, BUMMALO [n]'",0.3190117,4.2901344,6.715082,13
BUNDH,"'(Hindi) in India, a general strike, also BANDH [n -S]'",2.340532,0.35991502,1.0110786,-1
BUNDHS,"'BUNDH, (Hindi) in India, a general strike, also BANDH [n]'",2.3337243,0.32482666,0.9878532,-1
BUNDOBUST,"'(Urdu) an organisation, also BANDOBAST, BANDOBUST [n -S]'",0.07333695,-1.4699377,0.55983955,27
BUNDOBUSTS,"'BUNDOBUST, (Urdu) an organisation, also BANDOBAST, BANDOBUST [n]'",0.040065438,-1.4032824,0.5832587,27
BUNDOOK,"'(Urdu) Indian army slang for a rifle, a shotgun, also BANDOOK [n -S]'",-0.53320175,-2.1393564,1.1224109,-1
BUNDOOKS,"'BUNDOOK, (Urdu) Indian army slang for a rifle, a shotgun, also BANDOOK [n]'",-0.47027197,-2.144424,1.1031383,-1
BUNGALOW,"'(Hindi) a lightly-built house, properly one with a veranda and one storey [n -S]'",0.96865046,1.8590982,1.321559,-1
BUNGALOWS,"'BUNGALOW, (Hindi) a lightly-built house, properly one with a veranda and one storey [n]'",0.93430644,1.842802,1.3962404,-1
BUNIA,"'(Hindi) an (Indian) corn-merchant, also BUNNIA [n -S]'",1.3548002,0.11006087,1.5319927,-1
BUNIAS,"'BUNIA, (Hindi) an (Indian) corn-merchant, also BUNNIA [n]'",1.3555894,0.091684155,1.5821425,-1
